zip;state;city;lat;lng
39483;MS;Foxworth;31.247.325;-89.931.075
39501;MS;Gulfport;30.382.556;-89.097.618
39503;MS;Gulfport;30.460.105;-89.088.552
39507;MS;Gulfport;30.396.248;-89.035.347
39520;MS;Diamondhead;30.324.275;-89.397.356
39530;MS;Biloxi;30.403.478;-88.897.143
39531;MS;Biloxi;3.040.334;-88.960.499
39532;MS;North Bay;30.452.031;-88.918.846
39553;MS;Gautier;30.398.032;-88.641.173
39560;MS;Long Beach;30.359.756;-89.164.577
39561;MS;Mc Henry;30.697.463;-89.153.631
39563;MS;Kreole;30.402.773;-88.526.015
39564;MS;Ocean Springs;30.440.433;-88.780.099
39567;MS;Pascagoula;30.530.301;-88.516.472
39571;MS;Pass Christian;30.398.918;-89.284.269
39573;MS;Perkinston;3.076.686;-89.139.985
39574;MS;Saucier;30.596.082;-89.147.729
39576;MS;Waveland;3.029.138;-89.383.679
39577;MS;Wiggins;3.086.095;-89.132.369
39581;MS;Pascagoula;30.366.377;-8.852.886
39601;MS;Brookhaven;3.158.581;-90.451.995
39629;MS;Bogue Chitto;31.456.344;-90.473.183
39631;MS;Centreville;31.089.329;-91.095.985
39633;MS;Crosby;31.299.406;-91.023.712
39638;MS;Gloster;3.119.033;-90.924.045
39641;MS;Jayess;31.403.577;-90.186.386
39643;MS;Kokomo;31.177.688;-89.982.419
39645;MS;Liberty;31.138.427;-90.713.349
39647;MS;Mc Call Creek;31.490.772;-90.783.581
39648;MS;Mc Comb;31.221.594;-90.432.449
39652;MS;Magnolia;31.121.745;-9.048.311
39653;MS;Meadville;31.428.489;-90.857.835
39654;MS;Monticello;31.523.776;-9.012.796
39656;MS;Oak Vale;31.441.953;-8.998.273
39657;MS;Osyka;31.021.747;-90.478.977
39661;MS;Roxie;31.504.043;-91.062.475
39662;MS;Ruth;31.379.495;-90.286.673
39663;MS;Silver Creek;31.575.535;-90.017.332
39664;MS;Smithdale;31.367.203;-90.675.236
39665;MS;Sontag;31.645.313;-90.180.125
39666;MS;Summit;3.129.752;-90.465.427
39667;MS;Tylertown;31.146.552;-90.116.918
39668;MS;Union Church;31.710.474;-90.825.922
39669;MS;Woodville;31.145.913;-91.307.596
39701;MS;Columbus;33.537.699;-88.426.194
39702;MS;Columbus;33.481.175;-88.355.387
39730;MS;Aberdeen;33.828.439;-88.538.033
39735;MS;Ackerman;33.351.684;-8.920.139
39739;MS;Brooksville;33.213.961;-88.501.351
39740;MS;Caledonia;33.686.461;-88.314.537
39741;MS;Cedarbluff;3.361.616;-88.826.712
39743;MS;Crawford;33.321.922;-88.567.119
39744;MS;Tomnolen;33.568.908;-89.304.542
39745;MS;French Camp;33.338.319;-89.394.585
39746;MS;Hamilton;33.801.141;-8.844.784
39747;MS;Kilmichael;33.416.476;-89.569.577
39750;MS;Maben;33.526.179;-89.065.887
39751;MS;Mantee;33.665.493;-89.122.906
39752;MS;Mathiston;33.541.493;-89.127.479
39755;MS;Pheba;33.596.056;-88.951.842
39756;MS;Prairie;33.795.113;-88.633.463
39759;MS;Sessums;33.450.125;-88.817.637
39766;MS;Steens;3.356.708;-88.327.755
39767;MS;Stewart;33.510.097;-89.479
39769;MS;Sturgis;3.335.702;-8.904.727
39772;MS;Weir;33.264.464;-89.280.419
39773;MS;West Point;33.626.496;-8.868.226
39776;MS;Woodland;3.380.661;-89.025.557
63005;MO;Chesterfield;38.631.832;-90.614.185
63010;MO;Arnold;38.430.484;-90.387.046
63011;MO;Manchester;38.604.132;-9.055.213
63012;MO;Barnhart;38.338.425;-9.041.417
63013;MO;Beaufort;38.429.352;-91.170.929
63014;MO;Berger;38.644.449;-91.337.412
63015;MO;Catawissa;38.436.161;-90.761.703
63016;MO;Cedar Hill;38.357.319;-90.649.777
63017;MO;Town And Country;38.647.241;-9.053.969
63019;MO;Crystal City;3.823.002;-90.382.525
63020;MO;De Soto;38.120.421;-90.554.621
63021;MO;Ballwin;38.577.032;-90.525.527
63023;MO;Dittmer;38.315.465;-90.691.101
63025;MO;Crescent;38.484.832;-90.626.277
63026;MO;Fenton;38.501.489;-90.468.299
63028;MO;Festus;38.187.889;-9.042.859
63030;MO;Fletcher;38.180.141;-90.734.456
63031;MO;Florissant;38.806.865;-90.340.097
63033;MO;Florissant;38.794.711;-90.283.062
63034;MO;Florissant;38.833.841;-90.293.617
63036;MO;French Village;37.996.101;-90.400.507
63037;MO;Gerald;38.350.719;-91.293.062
63038;MO;Glencoe;385.745;-90.643.971
63039;MO;Gray Summit;38.503.044;-90.829.184
63040;MO;Grover;38.573.316;-90.646.112
63042;MO;Hazelwood;38.780.875;-90.366.925
63043;MO;Maryland Heights;38.722.896;-90.447.403
63044;MO;Bridgeton;38.750.627;-90.416.101
63045;MO;Bridgeton;387.561;-90.458.062
63048;MO;Herculaneum;38.260.087;-90.387.095
63049;MO;High Ridge;38.472.783;-90.528.127
63050;MO;Hillsboro;38.258.582;-90.578.196
63051;MO;House Springs;38.413.068;-90.557.539
63052;MO;Antonia;38.392.733;-90.431.134
63055;MO;Labadie;38.520.031;-90.876.966
63056;MO;Leslie;38.458.228;-91.195.164
63060;MO;Lonedell;38.274.982;-90.822.216
63061;MO;Luebbering;38.261.499;-90.802.713
63068;MO;New Haven;38.573.995;-9.122.905
63069;MO;Pacific;38.492.168;-90.747.968
63070;MO;Pevely;38.279.911;-90.411.075
63071;MO;Richwoods;38.149.639;-9.083.099
63072;MO;Robertsville;38.381.602;-90.801.619
63074;MO;Saint Ann;38.725.928;-90.386.418
63077;MO;Saint Clair;38.329.927;-90.971.346
63080;MO;Sullivan;38.230.706;-91.156.662
63084;MO;Union;38.445.629;-91.020.596
63088;MO;Valley Park;38.557.619;-90.492.422
63089;MO;Villa Ridge;38.460.108;-90.882.198
63090;MO;Washington;38.545.851;-91.019.346
63091;MO;Rosebud;38.385.301;-91.397.407
63101;MO;Saint Louis;38.634.616;-90.191.313
63102;MO;Saint Louis;38.630.803;-9.018.736
63103;MO;Saint Louis;38.633.176;-90.216.444
63104;MO;Saint Louis;38.612.819;-90.218.512
63105;MO;Clayton;38.642.574;-90.324.189
63106;MO;Saint Louis;38.644.246;-90.208.198
63107;MO;Saint Louis;38.664.522;-9.021.249
63108;MO;Saint Louis;38.644.526;-90.254.397
63109;MO;Saint Louis;38.585.452;-90.292.918
63110;MO;Saint Louis;38.618.534;-90.256.381
63111;MO;Saint Louis;38.563.349;-90.249.452
63112;MO;Saint Louis;38.661.619;-9.028.187
63113;MO;Saint Louis;3.865.896;-90.249.633
63114;MO;Overland;38.704.425;-90.363.304
63115;MO;Saint Louis;38.675.618;-90.238.478
63116;MO;Saint Louis;38.581.356;-90.262.543
63117;MO;Richmond Heights;38.629.202;-90.324.817
63118;MO;Saint Louis;38.594.265;-90.230.911
63119;MO;Webster Groves;38.588.853;-90.350.807
63120;MO;Saint Louis;38.690.914;-9.025.945
63121;MO;Normandy;38.705.086;-90.296.719
63122;MO;Kirkwood;3.858.486;-90.410.042
63123;MO;Affton;38.550.594;-90.325.304
63124;MO;Ladue;38.642.383;-90.375.468
63125;MO;Lemay;38.521.899;-90.295.909
63126;MO;Sappington;38.550.349;-90.378.679
63127;MO;Sappington;38.540.369;-90.405.967
63128;MO;Sappington;38.498.285;-90.372.275
63129;MO;South County;38.468.864;-9.032.139
63130;MO;University City;38.663.941;-90.321.896
63131;MO;Des Peres;38.612.479;-9.044.264
63132;MO;Olivette;38.672.823;-90.369.642
63133;MO;Saint Louis;386.779;-90.303.272
63134;MO;Berkeley;38.739.614;-90.337.834
63135;MO;Ferguson;38.748.429;-90.302.241
63136;MO;Jennings;38.738.878;-90.260.189
63137;MO;North County;3.874.885;-90.217.778
63138;MO;North County;38.787.041;-90.211.582
63139;MO;Saint Louis;38.610.776;-90.292.045
63140;MO;Berkeley;38.738.482;-90.322.846
63141;MO;Creve Coeur;38.661.741;-90.457.072
63143;MO;Maplewood;38.613.116;-90.319.611
63144;MO;Brentwood;38.620.839;-90.350.944
63146;MO;West County;38.688.418;-90.448.251
63147;MO;Saint Louis;38.713.889;-90.237.512
63301;MO;Saint Charles;38.801.424;-90.506.503
63303;MO;Saint Charles;38.762.237;-90.547.059
63304;MO;Saint Charles;38.737.769;-90.623.443
63330;MO;Annada;39.255.758;-90.822.355
63332;MO;Augusta;38.572.767;-90.881.471
63333;MO;Bellflower;390.012;-91.348.915
63334;MO;Bowling Green;39.334.639;-91.196.232
63336;MO;Clarksville;39.346.477;-90.936.205
63339;MO;Curryville;39.325.702;-91.349.301
63341;MO;Defiance;38.661.557;-90.830.231
63343;MO;Elsberry;39.158.953;-90.815.956
63344;MO;Eolia;39.243.097;-91.009.322
63345;MO;Farber;3.927.424;-91.579.843
63347;MO;Foley;39.053.019;-90.777.468
63348;MO;Foristell;38.762.557;-90.934.328
63349;MO;Hawk Point;38.976.576;-91.121.067
63350;MO;High Hill;38.890.238;-91.371.473
63351;MO;Jonesburg;38.871.658;-9.130.193
63352;MO;Laddonia;39.259.328;-91.689.348
63353;MO;Louisiana;3.943.359;-91.066.385
63357;MO;Lake Sherwood;38.648.619;-91.055.459
63359;MO;Middletown;39.105.494;-91.387.312
63361;MO;Montgomery City;38.983.949;-91.508.486
63362;MO;Moscow Mills;38.922.927;-90.963.001
63363;MO;New Florence;38.902.309;-91.490.861
63364;MO;New Hartford;39.188.103;-91.292.984
63366;MO;Saint Paul;38.800.101;-90.720.159
63367;MO;Lake Saint Louis;3.879.355;-90.785.407
63369;MO;Old Monroe;38.934.581;-90.778.196
63370;MO;Olney;39.087.509;-91.211.314
63371;MO;Paynesville;39.258.679;-90.907.268
63373;MO;Portage Des Siou;38.927.629;-90.353.115
63376;MO;Saint Peters;3.878.024;-90.622.765
63377;MO;Silex;39.116.617;-91.036.988
63379;MO;Troy;39.001.212;-90.962.449
63381;MO;Truxton;38.967.002;-91.212.618
63382;MO;Vandalia;39.294.937;-91.488.299
63383;MO;Warrenton;38.805.042;-91.174.047
63384;MO;Wellsville;39.076.482;-91.564.519
63385;MO;Wentzville;38.801.963;-9.085.344
63386;MO;West Alton;38.875.796;-90.238.363
63388;MO;Williamsburg;38.898.143;-91.679.188
63389;MO;Winfield;38.989.727;-90.821.319
63390;MO;Wright City;38.809.677;-9.103.293
63401;MO;Hannibal;3.970.636;-9.138.387
63430;MO;Alexandria;40.344.514;-91.515.437
63431;MO;Anabel;39.736.793;-92.351.142
63432;MO;Arbela;40.486.299;-92.004.741
63433;MO;Ashburn;3.952.904;-91.187.651
63434;MO;Bethel;39.892.199;-92.031.619
63435;MO;Canton;40.143.695;-91.547.987
63436;MO;Center;39.515.397;-91.539.842
63437;MO;Clarence;39.736.648;-9.225.297
63438;MO;Durham;39.962.486;-91.670.415
63439;MO;Emden;3.985.013;-91.880.926
63440;MO;Ewing;39.996.237;-91.721.627
63441;MO;Frankford;39.489.246;-91.303.086
63443;MO;Hunnewell;39.701.831;-91.883.231
63445;MO;Kahoka;40.426.576;-91.725.033
63446;MO;Knox City;40.138.357;-92.007.703
63447;MO;La Belle;40.116.383;-91.917.125
63448;MO;La Grange;40.039.126;-91.518.247
63450;MO;Lentner;39.712.269;-92.148.916
63451;MO;Leonard;39.907.577;-92.194.679
63452;MO;Lewistown;40.086.666;-91.815.663
63453;MO;Luray;40.493.096;-91.891.227
63454;MO;Maywood;39.933.289;-91.614.769
63456;MO;Monroe City;39.654.586;-91.722.999
63457;MO;Monticello;4.010.402;-91.712.267
63458;MO;Newark;39.997.428;-9.199.236
63459;MO;New London;39.591.672;-9.139.599
63460;MO;Novelty;40.035.997;-92.243.783
63461;MO;Palmyra;39.791.309;-91.536.817
63462;MO;Perry;39.420.721;-91.664.125
63463;MO;Philadelphia;39.835.931;-91.753.803
63464;MO;Plevna;39.992.561;-92.111.716
63466;MO;Saint Patrick;40.319.851;-91.654.677
63468;MO;Shelbina;39.694.718;-9.203.706
63469;MO;Shelbyville;39.810.792;-92.049.782
63470;MO;Steffenville;39.993.976;-9.185.945
63471;MO;Taylor;39.914.486;-91.527.834
63472;MO;Wayland;40.442.574;-91.607.864
63473;MO;Williamstown;4.021.559;-91.854.809
63474;MO;Wyaconda;40.372.083;-91.907.077
63501;MO;Kirksville;40.190.765;-92.585.634
63530;MO;Atlanta;39.914.639;-92.475.019
63531;MO;Baring;40.250.864;-92.231.074
63532;MO;Bevier;39.749.707;-92.561.925
63533;MO;Brashear;40.195.891;-92.433.253
63534;MO;Callao;39.744.849;-92.635.144
63535;MO;Coatsville;40.566.473;-92.638.801
63536;MO;Downing;40.479.828;-92.391.762
63537;MO;Edina;40.179.452;-92.145.549
63538;MO;Elmer;39.941.456;-92.642.413
63539;MO;Ethel;39.914.605;-92.766.396
63540;MO;Gibbs;40.083.962;-92.443.495
63541;MO;Glenwood;40.514.935;-92.588.642
63543;MO;Gorin;40.362.217;-9.201.397
63544;MO;Green Castle;40.270.325;-92.877.966
63545;MO;Green City;40.260.125;-92.953.244
63546;MO;Greentop;40.344.593;-9.255.667
63547;MO;Hurdland;40.160.909;-92.279.066
63548;MO;Lancaster;40.525.265;-92.526.403
63549;MO;La Plata;40.020.831;-92.507.669
63551;MO;Livonia;40.511.237;-92.724.084
63552;MO;Macon;39.748.089;-92.462.163
63555;MO;Memphis;4.046.191;-92.185.083
63556;MO;Milan;40.184.435;-93.136.149
63557;MO;New Boston;39.933.234;-92.915.967
63558;MO;New Cambria;3.975.509;-92.769.469
63559;MO;Novinger;40.268.513;-92.717.236
63560;MO;Pollock;4.033.852;-93.111.506
63561;MO;Queen City;40.415.175;-92.566.263
63563;MO;Rutledge;40.328.984;-92.097.559
63565;MO;Unionville;40.481.464;-92.995.094
63566;MO;Winigan;4.003.706;-9.293.007
63567;MO;Worthington;40.424.001;-92.740.139
63601;MO;Desloge;3.785.555;-9.052.735
63620;MO;Annapolis;3.739.809;-90.670.235
63621;MO;Arcadia;37.570.054;-90.592.768
63622;MO;Belgrade;3.778.886;-90.861.308
63623;MO;Belleview;37.681.981;-90.799.075
63624;MO;Desloge;37.769.865;-90.620.732
63625;MO;Black;37.547.275;-90.991.735
63626;MO;Blackwell;38.071.694;-90.709.538
63627;MO;Bloomsdale;38.045.112;-90.280.548
63628;MO;Bonne Terre;37.931.423;-90.525.052
63629;MO;Bunker;37.477.227;-91.192.735
63630;MO;Cadet;38.012.534;-90.743.932
63631;MO;Caledonia;37.763.881;-90.740.936
63633;MO;Centerville;37.428.537;-90.975.657
63636;MO;Des Arc;3.729.546;-9.062.787
63637;MO;Doe Run;37.734.818;-90.496.842
63638;MO;Ellington;37.239.797;-90.958.851
63640;MO;Farmington;37.777.299;-90.409.377
63645;MO;Millcreek;37.543.716;-90.310.527
63648;MO;Irondale;3.782.962;-90.698.389
63650;MO;Iron Mountain;37.614.702;-90.635.635
63653;MO;Leadwood;37.864.081;-90.591.007
63654;MO;Lesterville;37.482.004;-90.842.544
63655;MO;Marquand;37.427.403;-90.174.092
63656;MO;Middle Brook;37.670.161;-90.673.504
63660;MO;Mineral Point;37.915.555;-90.719.324
63662;MO;Patton;37.473.347;-90.050.045
63664;MO;Potosi;37.954.942;-90.841.467
63665;MO;Redford;37.323.518;-90.921.994
63670;MO;Lake Forest Esta;37.950.356;-9.009.604
63673;MO;Saint Mary;37.832.481;-89.976.989
63675;MO;Vulcan;37.305.963;-90.710.608
63701;MO;Cape Girardeau;3.731.685;-89.545.861
63730;MO;Advance;37.092.219;-89.910.614
63732;MO;New Wells;37.630.633;-89.581.453
63733;MO;Arab;37.064.804;-90.080.448
63735;MO;Bell City;37.011.608;-89.798.417
63736;MO;Benton;37.069.674;-89.566.404
63739;MO;Burfordville;37.363.231;-89.820.632
63740;MO;Chaffee;37.172.612;-8.964.565
63743;MO;Daisy;37.515.064;-89.821.327
63744;MO;Delta;37.184.417;-8.976.086
63747;MO;Friedheim;37.566.904;-89.837.552
63748;MO;Frohna;3.766.855;-89.661.903
63750;MO;Gipsy;37.131.092;-90.194.077
63751;MO;Glenallen;37.323.119;-90.051.495
63753;MO;Grassy;37.259.347;-90.160.838
63755;MO;Jackson;37.387.885;-89.651.939
63760;MO;Leopold;37.260.903;-89.922.735
63763;MO;Mc Gee;37.044.139;-90.190.847
63764;MO;Scopus;37.313.464;-89.962.732
63766;MO;Millersville;37.440.138;-89.795.035
63768;MO;63768;37.488.177;-89.612.833
63769;MO;Oak Ridge;37.525.787;-89.750.818
63770;MO;Old Appleton;37.583.014;-89.707.091
63771;MO;Oran;37.086.977;-89.673.364
63775;MO;Perryville;37.717.437;-89.873.664
63780;MO;Scott City;3.720.771;-89.518.081
63781;MO;Sedgewickville;37.536.962;-89.927.246
63782;MO;Sturdivant;37.071.011;-90.009.215
63783;MO;Uniontown;37.610.708;-89.723.744
63785;MO;Whitewater;37.286.495;-89.736.338
63786;MO;Wittenberg;37.679.256;-89.564.261
63787;MO;Zalma;3.713.648;-90.075.711
63801;MO;Sikeston;36.891.111;-8.958.197
63821;MO;Arbyrd;36.050.104;-90.228.355
63822;MO;Bernie;36.672.703;-89.987.758
63823;MO;Bertrand;36.892.746;-89.448.259
63825;MO;Bloomfield;36.898.892;-89.945.564
63827;MO;Bragg City;36.273.236;-89.873.624
63829;MO;Cardwell;3.604.345;-90.290.696
63830;MO;Caruthersville;36.180.237;-89.668.306
63833;MO;Catron;36.687.578;-89.770.647
63834;MO;Charleston;36.921.341;-89.334.207
63837;MO;Clarkton;36.447.812;-89.972.852
63841;MO;Dexter;36.788.458;-89.963.933
63845;MO;East Prairie;36.777.609;-89.372.629
63846;MO;Essex;36.810.859;-89.836.649
63848;MO;Gideon;3.645.378;-89.913.546
63849;MO;Gobler;36.158.987;-89.934.907
63851;MO;Hayti Heights;36.239.475;-89.751.607
63852;MO;Holcomb;3.638.846;-90.020.795
63855;MO;Hornersville;36.062.694;-90.081.643
63857;MO;Kennett;36.240.656;-90.049.057
63862;MO;Lilbourn;36.585.313;-89.611.241
63863;MO;Malden;36.567.209;-89.973.679
63866;MO;Marston;36.508.448;-89.628.819
63867;MO;Matthews;36.807.528;-89.576.833
63868;MO;Morehouse;36.819.041;-89.685.191
63869;MO;New Madrid;36.607.284;-89.536.645
63870;MO;Parma;36.585.629;-89.818.971
63873;MO;Portageville;36.427.945;-89.700.234
63876;MO;Senath;36.132.428;-90.163.224
63877;MO;Steele;36.091.528;-89.834.585
63879;MO;Homestown;36.347.215;-89.816.362
63901;MO;Poplar Bluff;36.766.235;-90.416.647
63931;MO;Briar;36.639.115;-9.092.777
63932;MO;Broseley;36.707.553;-90.240.472
63933;MO;Campbell;36.519.714;-90.082.859
63934;MO;Clubb;372.302;-90.359.638
63935;MO;Poynor;36.621.094;-9.081.953
63936;MO;Dudley;36.810.981;-90.120.974
63937;MO;Ellsinore;36.945.263;-9.074.853
63939;MO;Fairdealing;36.670.404;-90.633.515
63940;MO;Fisk;36.783.625;-90.216.758
63941;MO;Fremont;36.917.164;-91.143.984
63942;MO;Gatewood;36.562.608;-91.070.333
63943;MO;Grandin;36.827.961;-90.794.175
63944;MO;Greenville;37.110.838;-90.451.362
63945;MO;Harviell;36.672.318;-90.558.304
63947;MO;Hiram;37.228.158;-90.289.556
63950;MO;Lodi;37.242.046;-90.463.225
63951;MO;Lowndes;37.134.318;-90.254.437
63952;MO;Mill Spring;37.067.477;-90.674.625
63953;MO;Naylor;36.584.337;-90.612.354
63954;MO;Neelyville;36.571.005;-90.499.491
63955;MO;Oxly;36.587.385;-90.691.973
63956;MO;Patterson;37.195.992;-90.577.171
63957;MO;Piedmont;3.715.727;-9.069.902
63959;MO;63959;36.528.175;-90.901.556
63960;MO;Puxico;36.942.163;-90.162.258
63961;MO;Qulin;36.581.769;-90.261.674
63963;MO;Shook;37.076.976;-9.030.059
63964;MO;Silva;37.211.892;-90.437.472
63965;MO;Van Buren;3.700.153;-91.000.681
63966;MO;Wappapello;36.976.566;-90.284.805
63967;MO;Williamsville;36.963.789;-90.487.851
64001;MO;Alma;3.910.484;-93.542.853
64011;MO;Bates City;39.021.887;-9.407.984
64012;MO;Belton;38.816.118;-94.532.785
64014;MO;Blue Springs;39.015.186;-94.260.429
64015;MO;Lake Tapawingo;39.018.378;-94.292.848
64016;MO;Buckner;39.130.328;-94.206.219
64017;MO;Camden;39.204.806;-94.025.913
64018;MO;Camden Point;39.451.549;-94.744.438
64019;MO;Centerview;3.878.971;-93.870.234
64020;MO;Concordia;38.977.553;-93.581.205
64021;MO;Corder;39.102.401;-93.639.127
64022;MO;Dover;39.192.619;-93.668.377
64024;MO;Excelsior Spring;3.933.491;-94.223.614
64029;MO;Grain Valley;39.027.361;-9.420.874
64030;MO;Grandview;38.881.936;-94.520.542
64034;MO;Lake Winnebago;38.842.813;-94.334.767
64035;MO;Hardin;39.350.433;-93.840.869
64036;MO;Henrietta;39.236.732;-93.936.873
64037;MO;Higginsville;39.070.504;-93.713.265
64040;MO;Holden;38.718.595;-93.985.571
64048;MO;Holt;39.428.867;-94.368.876
64050;MO;Independence;39.098.288;-94.411.072
64052;MO;Independence;39.074.984;-94.449.945
64053;MO;Independence;39.105.041;-94.462.461
64054;MO;Sugar Creek;39.107.234;-94.441.496
64055;MO;Independence;39.054.504;-94.403.902
64056;MO;Independence;3.911.773;-94.359.637
64057;MO;Independence;39.073.099;-94.353.284
64058;MO;Independence;39.141.233;-94.351.526
64060;MO;Kearney;39.365.175;-94.362.104
64061;MO;Kingsville;38.817.755;-94.046.188
64062;MO;Lawson;39.440.129;-94.196.588
64063;MO;Lake Lotawana;38.921.094;-94.348.744
64064;MO;Lees Summit;38.995.336;-94.365.192
64067;MO;Lexington;39.174.249;-93.871.438
64068;MO;Pleasant Valley;39.241.916;-94.433.664
64070;MO;Lone Jack;38.891.837;-94.161.453
64071;MO;Mayview;39.045.898;-93.835.306
64074;MO;Napoleon;39.114.034;-94.070.911
64075;MO;Oak Grove;38.998.456;-94.139.946
64076;MO;Odessa;38.982.938;-93.975.731
64077;MO;Orrick;39.211.577;-94.123.863
64078;MO;Peculiar;38.716.453;-9.444.053
64079;MO;Platte City;39.360.171;-94.788.972
64080;MO;Pleasant Hill;38.785.856;-94.243.961
64081;MO;Lees Summit;38.914.169;-94.407.302
64082;MO;Lees Summit;38.851.803;-94.394.368
64083;MO;Raymore;38.801.896;-94.452.893
64084;MO;Rayville;39.385.291;-9.402.841
64085;MO;Richmond;39.279.298;-93.979.163
64088;MO;Sibley;39.162.658;-94.199.019
64089;MO;Smithville;39.391.739;-94.559.239
64093;MO;Warrensburg;38.766.695;-93.727.341
64096;MO;Waverly;39.205.523;-93.525.652
64097;MO;Wellington;39.125.845;-93.985.513
64098;MO;Weston;39.445.294;-94.914.453
64101;MO;Kansas City;3.910.005;-94.601.849
64102;MO;Kansas City;39.086.067;-94.606.596
64105;MO;Kansas City;39.102.459;-94.590.092
64106;MO;Kansas City;39.105.186;-94.569.858
64108;MO;Kansas City;390.837;-94.586.826
64109;MO;Kansas City;39.066.286;-94.567.372
64110;MO;Kansas City;39.036.088;-94.572.206
64111;MO;Kansas City;39.056.483;-94.592.942
64112;MO;Kansas City;39.038.191;-94.592.873
64113;MO;Kansas City;3.901.234;-94.593.828
64114;MO;Kansas City;38.962.147;-94.595.941
64116;MO;North Kansas Cit;39.163.189;-94.569.882
64117;MO;Randolph;39.168.111;-94.527.367
64118;MO;Gladstone;39.213.842;-94.570.448
64119;MO;Kansas City;3.919.785;-94.519.873
64120;MO;Kansas City;39.122.206;-9.454.873
64123;MO;Kansas City;39.113.593;-94.523.545
64124;MO;Kansas City;39.106.832;-94.539.402
64125;MO;Kansas City;39.104.157;-94.492.328
64126;MO;Kansas City;39.092.255;-9.450.466
64127;MO;Kansas City;39.088.303;-94.536.636
64128;MO;Kansas City;39.065.932;-94.538.634
64129;MO;Kansas City;39.040.093;-9.449.513
64130;MO;Kansas City;39.035.106;-94.546.674
64131;MO;Kansas City;38.971.303;-9.457.741
64132;MO;Kansas City;38.991.073;-94.552.156
64133;MO;Raytown;39.014.909;-94.459.229
64134;MO;Kansas City;38.929.633;-94.500.908
64136;MO;Kansas City;39.018.684;-94.400.774
64137;MO;Kansas City;3.892.988;-94.540.487
64138;MO;Raytown;3.896.871;-94.479.361
64139;MO;Kansas City;38.965.891;-94.406.086
64145;MO;Kansas City;3.889.767;-94.597.607
64146;MO;Kansas City;38.897.264;-9.457.638
64147;MO;Martin City;38.861.352;-94.529.717
64149;MO;Kansas City;38.860.646;-94.463.554
64150;MO;Kansas City;39.177.927;-94.616.669
64151;MO;Lake Waukomis;39.213.876;-9.463.318
64152;MO;Parkville;39.220.954;-94.691.313
64153;MO;Kansas City;39.262.746;-94.697.008
64154;MO;Kansas City;39.254.728;-94.635.444
64155;MO;Kansas City;39.275.831;-94.570.401
64156;MO;Kansas City;39.290.052;-94.533.614
64157;MO;Kansas City;39.276.673;-94.459.456
64158;MO;Kansas City;39.228.428;-94.472.036
64161;MO;Randolph;39.161.506;-94.459.829
64163;MO;Ferrelview;39.359.756;-94.719.315
64164;MO;Kansas City;393.426;-94.644.643
64165;MO;Kansas City;39.340.054;-94.572.966
64166;MO;Kansas City;39.329.399;-94.519.858
64167;MO;Kansas City;39.309.643;-94.465.291
64401;MO;Agency;39.666.229;-94.717.017
64402;MO;Albany;40.251.282;-94.326.977
64421;MO;Amazonia;39.909.197;-94.911.344
64422;MO;Amity;39.883.697;-94.513.558
64423;MO;Barnard;40.186.176;-94.805.558
64424;MO;Bethany;40.260.055;-94.018.863
64425;MO;64425;40.095.518;-95.328.892
64426;MO;Blythedale;40.502.352;-93.895.447
64427;MO;Bolckow;40.100.673;-94.884.741
64428;MO;Burlington Junct;40.442.125;-95.051.663
64429;MO;Cameron;39.730.892;-94.243.723
64430;MO;Clarksdale;39.813.675;-9.454.212
64431;MO;Clearmont;40.517.489;-95.005.478
64432;MO;Clyde;40.264.475;-94.654.563
64433;MO;Conception;40.230.929;-94.684.302
64434;MO;Conception Junct;40.266.017;-94.696.797
64435;MO;Corning;4.024.463;-95.436.128
64436;MO;Cosby;39.855.534;-94.697.678
64437;MO;Bigelow;40.193.873;-95.377.047
64438;MO;Darlington;40.195.517;-94.404.899
64439;MO;Dearborn;39.517.248;-94.766.368
64440;MO;De Kalb;39.583.361;-94.927.027
64441;MO;Denver;40.418.074;-94.306.624
64442;MO;Eagleville;40.491.197;-93.995.058
64443;MO;Easton;39.751.709;-94.658.194
64444;MO;Edgerton;39.474.213;-94.635.217
64445;MO;Elmo;40.518.492;-95.123.564
64446;MO;Fairfax;40.330.193;-95.375.075
64448;MO;Faucett;39.589.124;-94.791.276
64449;MO;Fillmore;40.014.212;-94.955.496
64451;MO;Forest City;39.989.708;-95.191.594
64452;MO;Fortescue;40.054.712;-95.331.584
64453;MO;Gentry;40.341.112;-94.414.198
64454;MO;Gower;39.602.009;-94.596.526
64455;MO;Graham;40.201.204;-95.012.118
64456;MO;Grant City;40.492.358;-94.397.908
64457;MO;Guilford;40.174.614;-94.695.076
64458;MO;Hatfield;40.521.853;-94.169.059
64459;MO;Helena;39.925.122;-9.469.212
64461;MO;Hopkins;40.548.328;-94.818.948
64463;MO;King City;40.065.184;-94.523.412
64465;MO;Lathrop;39.517.727;-94.309.271
64466;MO;Maitland;40.199.111;-95.092.706
64467;MO;Martinsville;40.366.206;-94.164.463
64468;MO;Maryville;40.343.399;-94.873.479
64469;MO;Maysville;39.911.189;-94.354.821
64470;MO;Mound City;40.136.238;-95.213.837
64471;MO;New Hampton;40.244.439;-94.178.565
64473;MO;Oregon;39.980.906;-95.123.358
64474;MO;Osborn;39.768.436;-94.247.677
64475;MO;Parnell;40.472.288;-94.659.519
64476;MO;Pickering;40.459.073;-94.841.119
64477;MO;Plattsburg;3.957.047;-94.433.814
